EventID,IpAddress,IpPort,Log_source,LogonProcessName,LogonType,ProcessId,ProcessName,RestrictedAdminMode,TargetDomainName,TargetLogonID,TargetUserName,TimeCreated
4624,-,-,NEF-DSK-1,Advapi  ,5,1000,C:\Windows\System32\services.exe,-,NT AUTHORITY,0x3e7,СИСТЕМА,2021-03-10 09:19:36.883077 UTC
4624,-,-,NEF-DSK-1,Advapi  ,5,1000,C:\Windows\System32\services.exe,-,NT AUTHORITY,0x3e7,СИСТЕМА,2021-03-10 09:19:36.339538 UTC
4624,-,-,NEF-DSK-1,Advapi  ,5,1000,C:\Windows\System32\services.exe,-,NT AUTHORITY,0x3e7,СИСТЕМА,2021-03-10 09:04:36.816800 UTC
4624,-,-,NEF-DSK-1,Advapi  ,5,1000,C:\Windows\System32\services.exe,-,NT AUTHORITY,0x3e7,СИСТЕМА,2021-03-10 09:04:36.307630 UTC
4624,-,-,NEF-DSK-1,Advapi  ,5,1000,C:\Windows\System32\services.exe,-,NT AUTHORITY,0x3e7,СИСТЕМА,2021-03-10 08:56:47.108821 UTC
4624,-,-,NEF-DSK-1,Advapi  ,5,1000,C:\Windows\System32\services.exe,-,NT AUTHORITY,0x3e7,СИСТЕМА,2021-03-10 08:56:46.733542 UTC
4624,-,-,NEF-DSK-1,Advapi  ,5,1000,C:\Windows\System32\services.exe,-,NT AUTHORITY,0x3e7,СИСТЕМА,2021-03-10 08:56:46.216082 UTC
4624,-,-,NEF-DSK-1,Advapi  ,5,1000,C:\Windows\System32\services.exe,-,NT AUTHORITY,0x3e7,СИСТЕМА,2021-03-10 08:56:46.184782 UTC
4624,-,-,NEF-DSK-1,Advapi  ,5,1000,C:\Windows\System32\services.exe,-,NT AUTHORITY,0x3e7,СИСТЕМА,2021-03-10 08:44:58.067525 UTC
4624,-,-,NEF-DSK-1,Advapi  ,5,1000,C:\Windows\System32\services.exe,-,NT AUTHORITY,0x3e7,СИСТЕМА,2021-03-10 08:44:30.267774 UTC
4624,-,-,NEF-DSK-1,Advapi  ,5,1000,C:\Windows\System32\services.exe,-,NT AUTHORITY,0x3e7,СИСТЕМА,2021-03-10 08:27:02.240127 UTC
4624,-,-,NEF-DSK-1,Advapi  ,5,1000,C:\Windows\System32\services.exe,-,NT AUTHORITY,0x3e7,СИСТЕМА,2021-03-10 08:22:28.027345 UTC
4624,-,-,NEF-DSK-1,Advapi  ,5,1000,C:\Windows\System32\services.exe,-,NT AUTHORITY,0x3e7,СИСТЕМА,2021-03-10 08:22:23.712773 UTC
4624,-,-,NEF-DSK-1,Advapi  ,5,1000,C:\Windows\System32\services.exe,-,NT AUTHORITY,0x3e7,СИСТЕМА,2021-03-10 08:21:43.292221 UTC
4624,-,-,NEF-DSK-1,Advapi  ,5,1000,C:\Windows\System32\services.exe,-,NT AUTHORITY,0x3e7,СИСТЕМА,2021-03-10 07:44:30.326796 UTC
4624,-,-,NEF-DSK-1,Advapi  ,5,1000,C:\Windows\System32\services.exe,-,NT AUTHORITY,0x3e7,СИСТЕМА,2021-03-10 07:44:30.254675 UTC
4624,-,-,NEF-DSK-1,Advapi  ,5,1000,C:\Windows\System32\services.exe,-,NT AUTHORITY,0x3e7,СИСТЕМА,2021-03-10 07:34:36.788392 UTC
4624,-,-,NEF-DSK-1,Advapi  ,5,1000,C:\Windows\System32\services.exe,-,NT AUTHORITY,0x3e7,СИСТЕМА,2021-03-10 07:34:36.241648 UTC
4624,-,-,NEF-DSK-1,Advapi  ,5,1000,C:\Windows\System32\services.exe,-,NT AUTHORITY,0x3e7,СИСТЕМА,2021-03-10 07:19:36.866170 UTC
4624,-,-,NEF-DSK-1,Advapi  ,5,1000,C:\Windows\System32\services.exe,-,NT AUTHORITY,0x3e7,СИСТЕМА,2021-03-10 07:19:36.335446 UTC
4624,-,-,NEF-DSK-1,Advapi  ,5,1000,C:\Windows\System32\services.exe,-,NT AUTHORITY,0x3e7,СИСТЕМА,2021-03-10 07:04:36.837547 UTC
4624,-,-,NEF-DSK-1,Advapi  ,5,1000,C:\Windows\System32\services.exe,-,NT AUTHORITY,0x3e7,СИСТЕМА,2021-03-10 07:04:36.307382 UTC
4624,-,-,NEF-DSK-1,Advapi  ,5,1000,C:\Windows\System32\services.exe,-,NT AUTHORITY,0x3e7,СИСТЕМА,2021-03-10 06:55:11.702598 UTC
4624,-,-,NEF-DSK-1,Advapi  ,5,1000,C:\Windows\System32\services.exe,-,NT AUTHORITY,0x3e7,СИСТЕМА,2021-03-10 06:47:18.021698 UTC
4624,-,-,NEF-DSK-1,Advapi  ,5,1000,C:\Windows\System32\services.exe,-,NT AUTHORITY,0x3e7,СИСТЕМА,2021-03-10 06:47:17.845221 UTC
4624,-,-,NEF-DSK-1,Advapi  ,5,1000,C:\Windows\System32\services.exe,-,NT AUTHORITY,0x3e7,СИСТЕМА,2021-03-10 12:29:08.547280 UTC
4624,-,-,NEF-DSK-1,Advapi  ,5,1000,C:\Windows\System32\services.exe,-,NT AUTHORITY,0x3e7,СИСТЕМА,2021-03-10 12:22:42.314988 UTC
4624,-,-,NEF-DSK-1,Advapi  ,5,1000,C:\Windows\System32\services.exe,-,NT AUTHORITY,0x3e7,СИСТЕМА,2021-03-10 12:22:38.029121 UTC
4624,-,-,NEF-DSK-1,Advapi  ,5,1000,C:\Windows\System32\services.exe,-,NT AUTHORITY,0x3e7,СИСТЕМА,2021-03-10 12:21:44.069412 UTC
4624,-,-,NEF-DSK-1,Advapi  ,5,1000,C:\Windows\System32\services.exe,-,NT AUTHORITY,0x3e7,СИСТЕМА,2021-03-10 11:55:45.632393 UTC
4624,-,-,NEF-DSK-1,Advapi  ,5,1000,C:\Windows\System32\services.exe,-,NT AUTHORITY,0x3e7,СИСТЕМА,2021-03-10 11:28:03.804119 UTC
4624,-,-,NEF-DSK-1,Advapi  ,5,1000,C:\Windows\System32\services.exe,-,NT AUTHORITY,0x3e7,СИСТЕМА,2021-03-10 10:55:45.619352 UTC
